@relation 's6'

@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute class {0.000000000000000000e+00,1.000000000000000000e+00}

@data
-2.626942309045315338e-01,-4.349601057428854389e+00,6.668768646953604495e+00,0.000000000000000000e+00
-3.862009127868896829e+00,-2.946828572930701995e+00,8.597737652040725820e+00,0.000000000000000000e+00
-1.900511642932011247e+00,-3.374711318583862418e+00,6.920863519701800470e+00,0.000000000000000000e+00
-2.482781835949903204e+00,5.295439282971727835e-01,1.034391878523810426e+00,0.000000000000000000e+00
4.847829234211053495e-01,1.697621355333032711e-01,2.559021722838890067e+00,1.000000000000000000e+00
9.813532731271569221e-01,-6.269729085465847618e+00,7.589983399862346047e+00,1.000000000000000000e+00
4.075819461252595310e+00,1.679579799279863295e+01,9.927430799074000944e+00,1.000000000000000000e+00
5.494357592000977064e+00,-8.843699865292854456e-01,8.491538935618548223e+00,1.000000000000000000e+00
1.287998763512542943e+00,4.882299208649552025e-01,8.601608216151452879e+00,1.000000000000000000e+00
-2.678200024571216087e+00,-3.572000151031671233e+00,6.492667355218848968e+00,0.000000000000000000e+00
2.487638117919893865e+00,6.059050586223398760e+00,2.749934322699673750e+00,1.000000000000000000e+00
-2.844566946060660850e+00,-2.264080237114330096e-01,7.089397289198375418e+00,0.000000000000000000e+00
-1.826085471416589945e+00,-3.242338585873913548e+00,7.844594268470681087e+00,0.000000000000000000e+00
-5.282752570267666314e+00,3.316945570777547481e+00,4.118334333189848095e+00,0.000000000000000000e+00
-5.181030077329459083e+00,-8.389821140949457856e+00,9.698472628000752493e+00,0.000000000000000000e+00
-8.082684918393214790e-01,-1.579514007478062476e+00,8.300858029654033743e+00,0.000000000000000000e+00
3.051041336402258608e+00,-1.135840392841434676e+00,9.088102109180811183e+00,1.000000000000000000e+00
1.857613716707621210e+00,-1.885359503103160916e+00,4.396701322246546084e+00,1.000000000000000000e+00
6.691662828959423770e+00,-2.932135173244350135e+00,2.261993572335813329e+00,1.000000000000000000e+00
4.951500296185104233e+00,4.631537389801822613e+00,4.712734200738514900e+00,1.000000000000000000e+00
5.706369293550405786e+00,-2.590264939953910162e+00,8.097998559153497311e+00,1.000000000000000000e+00
-1.201875900333426905e+01,9.247335178144145962e-01,9.318793573467658575e+00,0.000000000000000000e+00
-4.804254828290973833e+00,-4.824159729866395629e+00,5.161847007578970192e+00,0.000000000000000000e+00
-3.758664931525376174e-01,-6.722517769782174746e+00,1.319225206166514841e+00,0.000000000000000000e+00
-2.749845023900643337e+00,-5.470414980876387112e+00,7.226580175520926019e+00,0.000000000000000000e+00
-1.034702003737595177e+01,3.309545402694250349e+00,4.458424703741617812e+00,0.000000000000000000e+00
5.193605597916874927e+00,1.403628802088241034e+00,3.243388319341632631e+00,1.000000000000000000e+00
2.664118940768712029e+00,-8.554220019240054151e-01,5.740185265577871121e+00,1.000000000000000000e+00
3.448732275983183548e+00,3.331914844620933902e+00,3.288053579933756687e+00,1.000000000000000000e+00
-2.963476350541369708e+00,-8.087273425982914432e+00,4.509786393032719332e+00,0.000000000000000000e+00
-2.626366040908622246e+00,3.446696683808614825e+00,8.348663375713709200e+00,0.000000000000000000e+00
1.233473919137848718e+01,1.301269869895723019e+00,6.610525023038423598e+00,1.000000000000000000e+00
3.515007228881056101e+00,-2.451928624608767482e+00,5.788020512896045133e+00,1.000000000000000000e+00
4.690359174870214254e+00,8.702251146345528099e+00,9.213411921454731868e+00,1.000000000000000000e+00
1.072298481843763307e+00,8.879034453978785990e+00,1.140935354694974091e+00,1.000000000000000000e+00
6.821900833656805219e+00,1.222785962961121797e-01,9.522029764122688533e+00,1.000000000000000000e+00
-4.251588134001613284e+00,-2.140269649650787365e+00,3.025526935428054731e+00,0.000000000000000000e+00
3.520608928064276721e+00,-7.859423523923506849e+00,4.644749397967955495e+00,1.000000000000000000e+00
-2.072173669483699854e+00,-1.051354013234242402e+01,6.102337194550452537e+00,0.000000000000000000e+00
3.452751127395303210e-01,5.750231199459001630e+00,7.584850852655831588e+00,1.000000000000000000e+00
-4.973690995618395227e+00,6.344636391862320757e+00,6.811402899889978713e+00,0.000000000000000000e+00
3.554770524055222758e+00,5.730367706137914574e+00,2.075850273655288181e+00,1.000000000000000000e+00
7.095908489855291990e+00,-5.467785342189320552e+00,5.836562819220834974e+00,1.000000000000000000e+00
-4.341295548180828412e+00,1.265118573446637207e+01,6.386211490553813874e+00,0.000000000000000000e+00
-1.039703552942373221e+01,3.608023501078819528e+00,5.351937108147086342e+00,0.000000000000000000e+00
-1.063875206417989894e+01,-3.034616260941509935e+00,6.527629027852465349e+00,0.000000000000000000e+00
-6.415892776056518088e+00,9.333288141677094529e+00,7.317056515144475526e+00,0.000000000000000000e+00
3.193071680723309491e+00,-7.658305712027335233e+00,1.099122273953822670e+00,1.000000000000000000e+00
-5.813155229012362035e+00,-3.172915453840938316e+00,5.348374395549532423e+00,0.000000000000000000e+00
-1.397287044163187053e+00,-2.646396679182542400e+00,2.017121263798518083e+00,0.000000000000000000e+00
4.464654522064972042e+00,1.990552101390292705e+00,2.692596265883321127e+00,1.000000000000000000e+00
9.414357406385839511e+00,3.523656053796593746e+00,6.475256522754119892e+00,1.000000000000000000e+00
1.135696461672370461e+01,2.625839624004229211e-01,2.986559826054229649e+00,1.000000000000000000e+00
-8.349074491176480706e+00,-1.183640747487469547e+01,6.238626141763180755e+00,0.000000000000000000e+00
7.313744696212901353e+00,-4.946115789606290392e+00,3.695839196737613186e+00,1.000000000000000000e+00
-1.173396143256058366e+01,3.506037051829664186e+00,4.816909768959357407e+00,0.000000000000000000e+00
-2.834589556412048683e+00,-3.916772216924842009e+00,8.988377351290425921e+00,0.000000000000000000e+00
5.010524717849486720e+00,-9.556879850975978030e+00,8.995496461804325605e+00,1.000000000000000000e+00
-3.892799339233639522e+00,-1.079498113343032806e+01,6.174979875546768859e+00,0.000000000000000000e+00
4.300596398767069672e+00,3.222106358151627603e+00,7.455604463694088579e+00,1.000000000000000000e+00
4.994000974200962339e+00,-4.053481308384526471e+00,9.954495588364224545e+00,1.000000000000000000e+00
6.849344521870931679e+00,5.732386853453705022e+00,7.015549920346100699e+00,1.000000000000000000e+00
3.805911805409328608e+00,-6.152838645640280824e+00,9.185581145376735535e+00,1.000000000000000000e+00
1.261673775091537486e+01,4.766165624175068061e+00,8.238848784246187051e+00,1.000000000000000000e+00
8.257904976348556803e-01,5.574518400299406373e+00,7.415917976304892356e+00,1.000000000000000000e+00
-2.694354945014488134e+00,-4.925519164221364932e+00,2.768487804446743361e+00,0.000000000000000000e+00
