@relation 's2'

@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute class {0.000000000000000000e+00,1.000000000000000000e+00}

@data
5.701953282967843428e+00,9.595727720393345095e+00,8.437603456646842304e+00,1.000000000000000000e+00
6.483454650821066423e+00,1.034765011446247840e+01,7.114721112486816601e+00,1.000000000000000000e+00
3.578697621685229535e+00,1.110825071297295352e+00,1.390663676582503339e+00,1.000000000000000000e+00
3.505845113695950754e+00,8.205962201170194703e+00,4.541367818165662484e+00,1.000000000000000000e+00
1.844404968699384639e+00,4.837484633989338256e+00,8.138122881287848998e+00,1.000000000000000000e+00
6.918914551824339121e+00,8.301316973179154957e+00,3.154880564213138339e+00,1.000000000000000000e+00
-2.289377807307463986e+00,7.581576174024211578e-01,9.348198435188445288e+00,0.000000000000000000e+00
8.342428157760583218e+00,2.357691532416866131e+00,6.534546547893175905e+00,1.000000000000000000e+00
-9.857060130398551223e+00,-1.458882200049607114e+00,4.567657610059919548e+00,0.000000000000000000e+00
4.997969596032938888e+00,-6.487556316115468125e-01,2.017428191305691954e+00,1.000000000000000000e+00
2.389161556725950319e+00,-6.437341963442735349e+00,6.484069096340399518e+00,1.000000000000000000e+00
-7.465095940523842621e+00,7.604718362078313199e-01,7.146701362078882624e+00,0.000000000000000000e+00
-5.602386207773454530e+00,5.553051490856679706e+00,5.713454384019556187e+00,0.000000000000000000e+00
-8.720983007818812638e+00,-2.281030669476812878e-01,6.294750897898147457e+00,0.000000000000000000e+00
5.240595855144082327e-01,5.552792015615560572e+00,4.759386039244389188e+00,1.000000000000000000e+00
5.887349169802038595e+00,5.787961371229656038e+00,2.272893597176421032e+00,1.000000000000000000e+00
3.997800044202449499e+00,1.418405917916970793e+00,2.756044028447435235e+00,1.000000000000000000e+00
2.566246554935103674e+00,1.494814740029978850e+01,1.623440865606313510e+00,1.000000000000000000e+00
-5.252987058818300525e+00,-9.749525709608061419e+00,2.403961006637185260e+00,0.000000000000000000e+00
-1.186613055898638081e+01,-7.357844671410927739e-02,3.661639887815062444e+00,0.000000000000000000e+00
1.982189020746404351e-01,6.994295594370248947e-01,3.399444965941860630e+00,1.000000000000000000e+00
-4.359855687552890657e+00,-3.983578300222419877e+00,2.714010311100301998e+00,0.000000000000000000e+00
-3.899278998468256763e+00,2.458082662992984169e-01,2.730172446982096712e+00,0.000000000000000000e+00
8.906251371158280250e+00,2.365528537836346423e+00,3.722204173307455122e+00,1.000000000000000000e+00
-5.451025323665809275e+00,-3.421762565932551681e+00,3.168898488361910459e+00,0.000000000000000000e+00
1.603386329341638472e+01,2.253618240053401056e+00,1.874151905530414997e+00,1.000000000000000000e+00
4.137361865923926629e+00,-2.202746461472655071e+00,9.592337955725277254e+00,1.000000000000000000e+00
-7.754188944423443530e-01,-1.089267685779409689e+00,4.262761098607001919e+00,0.000000000000000000e+00
2.415085703504914694e+00,6.092817047498937377e+00,4.114475483465274586e+00,1.000000000000000000e+00
-8.539998855456619964e+00,-8.844413479243257825e+00,3.521285886690106004e+00,0.000000000000000000e+00
2.271751587366595437e+00,-1.915976562047609688e+00,4.277257876276891579e+00,1.000000000000000000e+00
6.308594117860499395e+00,1.584385019905305114e+00,7.042126176908187318e+00,1.000000000000000000e+00
6.808899653498881932e+00,-4.717336210886233783e-01,9.373542091935327392e+00,1.000000000000000000e+00
3.204096574077635928e+00,-3.770467330181467958e+00,7.819833655916011317e+00,1.000000000000000000e+00
-1.095171656236213265e+00,-5.027546815182029505e+00,2.333021799617155168e+00,0.000000000000000000e+00
-3.489265480252896179e+00,-1.424588594072520475e+00,4.397646501284668830e+00,0.000000000000000000e+00
-5.000994871892801896e+00,5.456297691583243292e+00,8.508675483211726842e+00,0.000000000000000000e+00
4.478057461258559968e+00,-3.796365232653942545e+00,3.741386816445209540e+00,1.000000000000000000e+00
2.951471649848533274e-01,4.710756463321359000e+00,7.417582211364838862e+00,1.000000000000000000e+00
3.447045942302588095e+00,3.459603837174227259e+00,4.892384519472034121e+00,1.000000000000000000e+00
-2.819549769518685967e+00,2.200423527734311602e+00,6.657027926007002883e+00,0.000000000000000000e+00
1.048426533417335715e+00,3.599507076621017099e+00,9.326294257076144234e+00,1.000000000000000000e+00
6.958140609631233708e-01,-7.135597783684123563e+00,5.092416457759250115e+00,1.000000000000000000e+00
1.248436709741480355e+00,6.115376996564377166e+00,2.938173373984423353e+00,1.000000000000000000e+00
3.005969712792800230e+00,1.974935781180260641e-01,8.239140247591892674e+00,1.000000000000000000e+00
-1.712201591818585555e+00,3.350190225531972210e+00,4.974863241306314521e+00,0.000000000000000000e+00
3.613660791149637230e+00,8.624717733691251720e-01,3.116469395719029478e+00,1.000000000000000000e+00
-1.211410098356192986e-03,3.912406574486190003e+00,3.261025288291865110e+00,0.000000000000000000e+00
-1.848510321612317542e+00,2.609803003884279438e+00,8.582634776445296154e+00,0.000000000000000000e+00
-1.042076632481466758e+00,9.693445992366333641e+00,1.056687510675851094e+00,0.000000000000000000e+00
-2.443548242397460157e+00,-8.009747594478433541e+00,3.181514590395408515e+00,0.000000000000000000e+00
1.384007066990900814e+00,5.159603114547555158e-01,6.466562157911041275e+00,1.000000000000000000e+00
-3.742503643443094052e+00,-4.175594559759554514e+00,4.630096313903212746e+00,0.000000000000000000e+00
-5.326469501440300292e+00,-1.910754080905202601e+00,8.548544945733199896e+00,0.000000000000000000e+00
-4.494721688643286583e+00,-5.139203746039797682e-01,7.229679804438600144e+00,0.000000000000000000e+00
6.459243522413697036e+00,4.777075974439129347e+00,3.104574993491685753e+00,1.000000000000000000e+00
-5.772999499607226248e+00,-1.915575147687901492e+00,4.894768659127219479e+00,0.000000000000000000e+00
1.707423305844395278e+00,2.738792779100387875e+00,1.534786064109243231e+00,1.000000000000000000e+00
6.116089256336558755e+00,6.332912384489121749e+00,4.571078456838749915e+00,1.000000000000000000e+00
3.191560477946647545e+00,5.830788793583221441e+00,4.877829388507666231e+00,1.000000000000000000e+00
1.088666268455955155e+01,4.988379061014457383e-01,2.152442618563331855e+00,1.000000000000000000e+00
3.154229955260012375e+00,6.421686259416904186e+00,7.288431154232874576e+00,1.000000000000000000e+00
-1.627715418146973514e+00,-8.698966577712800685e+00,5.943580490117032156e+00,0.000000000000000000e+00
2.606322721624013461e+00,1.604862549424086238e+00,2.359039612626149029e+00,1.000000000000000000e+00
-4.215249623196721807e+00,3.019915465291382883e+00,1.229643458432165382e+00,0.000000000000000000e+00
-5.510280189528291572e+00,1.804134341791290064e+00,2.009176751469395228e+00,0.000000000000000000e+00
3.251660400340702917e-01,2.632154944879461667e+00,6.107130525985458469e+00,1.000000000000000000e+00
3.555013662572351407e+00,2.669747535777699632e+00,8.389650226146217804e+00,1.000000000000000000e+00
-3.000234274202266516e+00,-9.089696656537148423e-01,2.517349117935430147e+00,0.000000000000000000e+00
-4.393652016345973799e+00,-2.014307413039240734e-03,9.936966890727793711e+00,0.000000000000000000e+00
2.457707128208301395e+00,2.939909139718697606e+00,1.559850878969617050e+00,1.000000000000000000e+00
1.938929169678885511e+00,-3.685815072169140283e+00,8.147888079236530245e+00,1.000000000000000000e+00
-8.520742218703902804e-01,-7.345419894634437341e-01,1.379496827696637062e+00,0.000000000000000000e+00
-2.510729003411692695e+00,-8.735207872513020888e+00,4.096936409823950243e+00,0.000000000000000000e+00
-5.630683630281830832e-01,-1.566791930351845608e+00,7.756878976070773035e+00,0.000000000000000000e+00
9.092674844323965999e+00,1.791735222505988379e+00,7.558073507108524325e+00,1.000000000000000000e+00
-1.713518441596871833e+00,-4.565341678204033471e+00,5.066134441501965568e+00,0.000000000000000000e+00
4.147663459409815623e+00,4.986295577319988404e+00,9.145885293994870935e+00,1.000000000000000000e+00
8.452335083266422355e-01,1.560740464083270496e+00,8.873920115321158875e+00,1.000000000000000000e+00
6.562981969815666616e+00,-8.859701456285431931e+00,4.923916489466789947e+00,1.000000000000000000e+00
4.420985052775331603e+00,-1.811108019407310921e-01,9.532306211935836160e+00,1.000000000000000000e+00
2.298255158728477188e+00,-1.691657163017984411e+00,9.971387641297416948e+00,1.000000000000000000e+00
-5.780699573748918851e+00,-8.570153593899805244e-01,8.591932891788919946e+00,0.000000000000000000e+00
-5.030126029487023143e-01,1.142287631702037132e+01,6.762839807995399966e+00,0.000000000000000000e+00
-2.186367428403962754e-01,2.250324956853031910e+00,4.162091328793440681e+00,0.000000000000000000e+00
-2.853784196275674478e+00,2.101863022752106680e+00,3.230389355750913793e+00,0.000000000000000000e+00
8.380813575378249780e+00,-4.299432290433768955e-01,7.796785753176049383e+00,1.000000000000000000e+00
6.926945047925071819e+00,-2.876068224758523861e+00,7.365796579886692008e+00,1.000000000000000000e+00
-3.286961231081281021e+00,1.557588161629107848e+00,8.652441611774868591e+00,0.000000000000000000e+00
-7.089014245058984365e-01,-3.818572238262269547e+00,8.398376959271718789e+00,0.000000000000000000e+00
3.756881880097054704e+00,-2.015207330477208014e+00,5.819480808228241209e+00,1.000000000000000000e+00
-2.964354481565133703e+00,-1.930378713870175122e+00,4.930805877271103199e+00,0.000000000000000000e+00
-2.653006288384704536e+00,-4.897647017862281071e-01,8.531201310831091789e+00,0.000000000000000000e+00
2.240869209412505114e+00,4.921211378363341105e+00,8.402646367638432423e+00,1.000000000000000000e+00
-6.058131341475511356e+00,3.259421910369504349e+00,6.140367673643217117e+00,0.000000000000000000e+00
4.477268824161713567e+00,-3.382144230944448271e+00,3.378194664611362086e+00,1.000000000000000000e+00
7.622482878891216895e-01,2.318291679841546049e+00,5.445934406948776285e+00,1.000000000000000000e+00
-1.004393463293904709e+01,-4.768578309537107707e+00,3.747719723157735494e+00,0.000000000000000000e+00
-2.377609101446624518e+00,9.078743629427270534e+00,9.419840808197918136e+00,0.000000000000000000e+00
2.426468426519377442e+00,-2.453180566727470424e+00,6.488026546401948202e+00,1.000000000000000000e+00
7.260097580571693854e+00,7.894218495718459128e-01,8.678250586932543698e+00,1.000000000000000000e+00
-3.941028851486185314e+00,-2.085125639152783705e+00,7.906136316053979485e+00,0.000000000000000000e+00
-5.197809444684305724e+00,7.209791690587447732e+00,8.978609654144994678e+00,0.000000000000000000e+00
5.436240777821780057e+00,7.583977568759680210e+00,3.004931762741940293e+00,1.000000000000000000e+00
-1.637047571122695722e+00,6.472564468389673253e-01,8.901242634725262448e+00,0.000000000000000000e+00
-1.306821083384413162e+00,6.314118406696108465e+00,5.325215453710033131e+00,0.000000000000000000e+00
1.042712589720810712e+01,-5.549315274159754452e+00,6.516649463862271396e+00,1.000000000000000000e+00
5.797832458426491087e+00,-3.108478226627781726e+00,1.312609977403458306e+00,1.000000000000000000e+00
-2.495060022769357122e+00,-7.702619604684516119e+00,7.286026133456718235e+00,0.000000000000000000e+00
-4.524795998118512408e+00,1.896388549708968307e+00,6.277860808962219430e+00,0.000000000000000000e+00
9.964063628808936812e-01,5.053713828718188417e+00,7.793003396625501011e+00,1.000000000000000000e+00
3.855024978439324457e+00,5.165409509410689992e+00,5.563663135665730231e+00,1.000000000000000000e+00
4.420873658416029528e+00,-4.889384345317145275e+00,1.398206962017309873e+00,1.000000000000000000e+00
-3.278510561999175010e+00,1.308777864386223344e+00,4.912254847561746018e+00,0.000000000000000000e+00
-2.764592632196702926e+00,-1.661320372956808455e+00,8.343926289678259778e+00,0.000000000000000000e+00
-2.759807666999784637e+00,-6.830174042850895688e+00,8.521359611553560143e+00,0.000000000000000000e+00
2.925566247949149101e+00,-8.029316622797166847e-02,3.570394723547382299e+00,1.000000000000000000e+00
1.196007604637451927e+00,2.433101554063832606e-01,2.116060899702392639e+00,1.000000000000000000e+00
-9.669911126166905291e+00,3.273592062319062634e+00,5.284775533178393658e+00,0.000000000000000000e+00
1.011834315228915671e+01,1.135054384931386134e-01,8.380148632344532444e+00,1.000000000000000000e+00
5.274594257966249700e+00,-4.906882878290007355e+00,3.233849956947518756e+00,1.000000000000000000e+00
1.200432894149909613e+00,7.957822486076474355e+00,2.344004848658866269e+00,1.000000000000000000e+00
-4.370008232002886572e-01,3.328015318337272710e+00,7.215926276590378663e+00,0.000000000000000000e+00
2.274143931350321779e+00,5.093534703096777250e+00,3.911534602340168920e+00,1.000000000000000000e+00
-5.854598877190672290e+00,8.315308609667054540e+00,5.465788634616296271e+00,0.000000000000000000e+00
3.539560385377575891e+00,1.180869680370559560e-01,1.369066645898392220e+00,1.000000000000000000e+00
2.846297980380658732e+00,-6.264070856048432612e-01,7.617697853937790420e+00,1.000000000000000000e+00
5.721147864354632517e+00,-1.285621165251371778e+01,9.687877768361113695e+00,1.000000000000000000e+00
4.435411101987440041e+00,7.742336641141998044e-01,3.405553239488899209e+00,1.000000000000000000e+00
9.303573178981149994e+00,-2.496513910467856423e+00,8.350283290347373821e+00,1.000000000000000000e+00
7.265338873543409903e+00,-2.463853475801069504e+00,4.038438721090304107e+00,1.000000000000000000e+00
2.689764388461828748e+00,4.890107944150378749e+00,2.260584138538154875e+00,1.000000000000000000e+00
2.732405645244389003e+00,9.999617636285085265e-01,8.517635611819192931e+00,1.000000000000000000e+00
-2.691282715823009042e+00,-3.858820773371692159e+00,8.027415932969663714e+00,0.000000000000000000e+00
6.389817212897953569e-01,9.866781381274828178e+00,8.833554073987716748e+00,1.000000000000000000e+00
-6.820240872057782511e+00,5.723346966428177751e+00,2.339522780608625396e+00,0.000000000000000000e+00
-5.781270689354124137e+00,2.974580670072730193e+00,5.428881073926146605e+00,0.000000000000000000e+00
1.411250983348285803e+00,-3.285133424192428819e+00,1.028720481864027203e+00,1.000000000000000000e+00
1.162264766206240552e+01,-1.056014174425290886e+00,1.894043598163093645e+00,1.000000000000000000e+00
3.152700603389343215e+00,5.831943221340883943e-01,5.924302534692427180e+00,1.000000000000000000e+00
-1.381837753349813624e+00,-1.539569860287002045e+00,4.626852545833960662e+00,0.000000000000000000e+00
7.262370511343503310e+00,2.379874296065352279e+00,1.276632102450474093e+00,1.000000000000000000e+00
8.134423593530028640e+00,1.279391486018699453e+00,8.164586656005354826e+00,1.000000000000000000e+00
-1.696796883201026285e+00,1.424373273145339014e-01,2.880581188381247770e+00,0.000000000000000000e+00
2.469308026346936635e-01,-7.653970912814102689e+00,6.166084251230701696e+00,1.000000000000000000e+00
1.462793082869465744e+00,-2.882154694968479952e-02,2.669572739633560232e+00,1.000000000000000000e+00
-1.387285059476060844e+01,-3.957099670794961721e+00,6.124340771825892205e+00,0.000000000000000000e+00
3.172641043920159110e+00,-3.300699620412809843e+00,5.509414435091444240e+00,1.000000000000000000e+00
1.674534333829033628e+01,-2.862791185411690087e+00,8.536273778565902859e+00,1.000000000000000000e+00
3.485858506991474481e+00,3.722118942050378188e+00,6.070837119116414549e+00,1.000000000000000000e+00
-4.082444223399875227e+00,-2.417672871942717183e+00,5.881686900621757808e+00,0.000000000000000000e+00
6.898261405807492030e-01,4.229286799522259166e+00,9.607829459334629618e+00,1.000000000000000000e+00
5.825560899698420947e+00,-9.040360213172215609e+00,3.404126151424355040e+00,1.000000000000000000e+00
1.258841423490981981e+01,-3.019155413510920649e+00,5.472445809146577744e+00,1.000000000000000000e+00
