@relation 's1'

@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute class {0.000000000000000000e+00,1.000000000000000000e+00}

@data
-4.074601677671118694e+00,-2.033140478655711014e+00,8.812612422145615909e+00,0.000000000000000000e+00
-2.685441713934346275e+00,-1.478480566034746957e+01,5.444742019221317619e+00,0.000000000000000000e+00
2.786102347254294287e+00,-5.869932699336056103e+00,3.495173568151483945e+00,1.000000000000000000e+00
-5.304365994552471264e-01,-3.054797640795384073e+00,8.148498707225718007e+00,0.000000000000000000e+00
2.635259940331222683e+00,-4.500974180066243946e-01,5.139026775312069972e+00,1.000000000000000000e+00
-9.474898576133345962e-01,2.016173047049391265e+00,7.995082985081178428e+00,0.000000000000000000e+00
7.975179045700889091e+00,5.196444903837676321e+00,5.268616676791400444e+00,1.000000000000000000e+00
-7.965786200934202199e+00,2.089361951398692518e+00,2.772242943688964623e+00,0.000000000000000000e+00
-1.104239260340688489e+01,1.039982039082329779e+00,1.022471080285642486e+00,0.000000000000000000e+00
4.430993373938736823e+00,-5.017275972103698578e+00,9.719790975024093171e+00,1.000000000000000000e+00
-1.817224859822300642e+00,-1.009161217353964446e+01,7.845477311517479180e+00,0.000000000000000000e+00
4.642935396598427689e-01,2.062113798956305644e+00,8.048078782001459430e+00,1.000000000000000000e+00
5.030899723616043318e+00,8.013055306978561498e-01,1.724197622501447480e+00,1.000000000000000000e+00
4.622195994907881911e+00,5.065875952700596763e+00,1.334195240923237824e+00,1.000000000000000000e+00
-6.925226808003666079e+00,-3.262909049798305983e+00,6.229907196937894298e+00,0.000000000000000000e+00
1.698997794772323600e+00,-7.506245532355190875e+00,3.901953738036797681e+00,1.000000000000000000e+00
4.806293041235806807e-01,-2.762137138241161693e+00,1.791737655491399295e+00,1.000000000000000000e+00
1.180226643860154301e+00,-1.623291599688750364e-01,2.279718830257038586e+00,1.000000000000000000e+00
-3.458109840508985400e+00,-4.119922706694873149e+00,4.826916025125081333e+00,0.000000000000000000e+00
2.971070966635029897e+00,-3.171785717718933473e+00,2.009916796332056332e+00,1.000000000000000000e+00
-1.277769003082065247e+01,4.630750165209735592e+00,9.485786325852163969e+00,0.000000000000000000e+00
-2.421341436090248544e-01,1.485283980930193692e+01,5.608429190002457432e+00,0.000000000000000000e+00
9.166876259624272549e-01,-4.423227144740998540e+00,4.363484803723105543e+00,1.000000000000000000e+00
1.849641132513306863e+00,1.479403496219550362e+00,8.333872828427866253e+00,1.000000000000000000e+00
4.001489675698640447e+00,6.007985011216673138e-02,5.962248465175478351e+00,1.000000000000000000e+00
6.513882675784917531e+00,1.264097353195360363e+01,1.051468365969942420e+00,1.000000000000000000e+00
-2.998230348093198661e+00,-2.405819937482228443e+00,1.882268166020393707e+00,0.000000000000000000e+00
1.151339582360589375e+01,1.238790589838448497e+01,2.482662136866907510e+00,1.000000000000000000e+00
-6.996873886154089561e+00,-1.211887604238157001e+00,3.414416870028118112e+00,0.000000000000000000e+00
4.651690334682291095e+00,1.085314909614568224e+00,4.877600695848448353e+00,1.000000000000000000e+00
1.138778171486684254e+00,4.105805540149304989e+00,3.398424058844817797e+00,1.000000000000000000e+00
-5.498785703806933434e+00,2.869141244832763782e+00,8.901799528611810786e+00,0.000000000000000000e+00
1.694909960757037259e+00,1.017478264774788954e+01,1.908161132943131166e+00,1.000000000000000000e+00
1.542578757030331538e+00,-3.915619752161758171e+00,4.254793486189666574e+00,1.000000000000000000e+00
-3.188100413159862256e+00,1.527844871629895795e+00,4.746104362354294004e+00,0.000000000000000000e+00
-2.871493847946289701e+00,-1.777972402710526811e+00,8.363464847291794513e+00,0.000000000000000000e+00
2.895929523085865598e-01,-6.042638926292714707e+00,4.221241786889721403e+00,1.000000000000000000e+00
4.549766802869943394e-01,9.859015502096742267e+00,4.955266338016631522e+00,1.000000000000000000e+00
-1.028161607205507089e+00,-2.849876346432655083e+00,5.288879567705631501e+00,0.000000000000000000e+00
-6.512555896617099327e-01,-4.895787516140273077e+00,3.625403230039262681e+00,0.000000000000000000e+00
-4.055459859952009971e+00,-9.347741985171261092e+00,9.661110260703580366e+00,0.000000000000000000e+00
2.955648448579572540e-01,-3.349103092210720778e+00,7.002181259632980215e+00,1.000000000000000000e+00
1.489190073484827348e+00,-1.341241336430316267e+01,3.827476306871945511e+00,1.000000000000000000e+00
-4.148683081653459226e-01,-5.967850567550147645e+00,8.731910122572152488e+00,0.000000000000000000e+00
3.213303372032899397e+00,2.443730211347724612e+00,7.792899862978815761e+00,1.000000000000000000e+00
-2.045007057111758009e+00,-4.733488301108018881e+00,2.809077125861946467e+00,0.000000000000000000e+00
-8.136189159113673242e+00,6.578220329008003020e+00,9.145929578446938990e+00,0.000000000000000000e+00
-1.753678800577021413e+00,-7.951806789956318511e+00,7.346463866796443476e+00,0.000000000000000000e+00
1.409574299417425181e+00,5.691326436594634330e+00,8.905747681678448657e+00,1.000000000000000000e+00
-3.790291792520822933e-01,4.499552300785184755e+00,3.095238258130067255e+00,0.000000000000000000e+00
-3.401289344564879968e+00,1.122097940500674351e+00,5.501467140124850275e+00,0.000000000000000000e+00
5.489109304545934265e+00,-1.085337112180975616e+01,5.298395136494705504e+00,1.000000000000000000e+00
1.199004162785535010e+00,9.873139259937952161e+00,6.617140741130159931e+00,1.000000000000000000e+00
-1.019476655107103902e+01,5.198705343155354264e+00,6.832391461332322891e+00,0.000000000000000000e+00
-3.365671221844665162e+00,1.586121242160067002e+00,4.664345878862073747e+00,0.000000000000000000e+00
-2.295151508233057136e+00,-3.309963969004025230e+00,2.857849856685504619e+00,0.000000000000000000e+00
-8.864687764263280423e-01,-8.387106066796638615e+00,9.735129931144726356e+00,0.000000000000000000e+00
5.827335366995050059e+00,4.375555357645456445e-01,1.091881501379317054e+00,1.000000000000000000e+00
-8.053731600529086876e+00,-2.074076260397748617e-01,9.289943095545288188e+00,0.000000000000000000e+00
-4.192026624751638231e+00,9.202827659187912124e-01,2.381156805597139492e+00,0.000000000000000000e+00
7.384908549692566215e-02,4.585268880773971212e+00,9.674819499440284076e+00,1.000000000000000000e+00
6.342563789497886795e+00,-3.535181391155320263e+00,9.630461702623337672e+00,1.000000000000000000e+00
2.795452502094368796e+00,2.734982574644661657e+00,9.838597706170650881e+00,1.000000000000000000e+00
3.852821209410107084e+00,-4.124928554374053036e+00,2.451428272840590061e+00,1.000000000000000000e+00
5.420649018288012932e+00,4.276360778291865117e+00,8.614698918604359434e+00,1.000000000000000000e+00
2.045208764050672645e+00,5.210821775962524161e-01,7.147358659904407219e+00,1.000000000000000000e+00
2.124586977733578408e+00,6.051712357571941148e+00,6.245770828551489018e+00,1.000000000000000000e+00
-5.967900030803406253e+00,-1.803366617318271414e+00,5.184355076472407120e+00,0.000000000000000000e+00
1.245190381571005211e+01,-1.074090734739545283e+01,6.994649902073572179e+00,1.000000000000000000e+00
2.291653732896841156e+00,8.844208240813317801e+00,6.769293581184124164e+00,1.000000000000000000e+00
4.529502562557590650e+00,3.538358623440524653e+00,9.706265049640180109e+00,1.000000000000000000e+00
6.230057649924568786e+00,2.036625647065606781e+00,4.687616717454808679e+00,1.000000000000000000e+00
1.981324083519264923e+00,3.005123676629384843e-01,8.479369964130487602e+00,1.000000000000000000e+00
-5.226035601682516019e-01,-6.866841144889966664e+00,5.645893645848810039e+00,0.000000000000000000e+00
-1.688264230324438486e+01,-2.815676715112128470e+00,1.737413357797715108e+00,0.000000000000000000e+00
-1.290221741417385326e+00,4.897086824166038355e+00,5.148965574836568138e+00,0.000000000000000000e+00
5.384062395935958895e-02,2.209164694569893506e+00,9.421294009034930639e+00,1.000000000000000000e+00
-4.070349923055325725e+00,-3.001285336745358912e+00,5.920680654482822547e+00,0.000000000000000000e+00
2.633032653931500100e+00,-2.523979449293189070e+00,1.061354367334424120e+00,1.000000000000000000e+00
-2.620590389012540822e+00,4.773960260241683962e+00,3.325430131288304558e+00,0.000000000000000000e+00
8.202811693168069240e+00,-5.836047802026439690e+00,3.876572139128527716e+00,1.000000000000000000e+00
