@relation 's3'

@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute class {0.000000000000000000e+00,1.000000000000000000e+00}

@data
-4.728775718879081325e+00,-6.552114814114631813e-02,5.687217537523705957e+00,0.000000000000000000e+00
-3.589462313206028377e+00,1.963346247345874596e-01,6.118306844376457221e+00,0.000000000000000000e+00
-1.503750211581345475e+00,1.807432257634641548e+00,1.941151390317823022e+00,0.000000000000000000e+00
-2.659873737695209961e+00,1.494966532725984232e+00,8.540515681920691549e+00,0.000000000000000000e+00
2.254821985989130972e+00,7.150828701116537012e+00,9.263918527457850161e+00,1.000000000000000000e+00
1.246390128688931453e-01,8.198302826397013021e+00,3.127393861175711720e+00,1.000000000000000000e+00
-2.657777853962850934e+00,-7.514946091757802371e+00,9.462396484524365547e+00,0.000000000000000000e+00
1.487606838072345106e+01,-1.628817816783874273e+00,3.066446419824921499e+00,1.000000000000000000e+00
4.363181375680381002e+00,-3.543968274252539796e+00,4.263099514294621528e+00,1.000000000000000000e+00
-1.282573148211164360e-01,7.547028292819693007e+00,9.923573354072649622e+00,0.000000000000000000e+00
3.878327813104649469e+00,3.288443231860243898e+00,9.487023576010175319e+00,1.000000000000000000e+00
-4.579704002637110527e+00,3.654610341047466626e+00,9.070812365991912429e+00,0.000000000000000000e+00
-3.035135911183254986e+00,-2.962642713651728155e+00,7.793399697253789782e+00,0.000000000000000000e+00
5.247564795590994313e-01,-6.560742152064441335e+00,4.541697812772212295e+00,1.000000000000000000e+00
4.635096373619701282e+00,-7.235420236089179724e+00,4.875587831591961852e+00,1.000000000000000000e+00
-2.243863247479066736e+00,-3.530289844677126254e+00,7.710159230362148897e+00,0.000000000000000000e+00
1.722792417235006202e+00,-9.818575510967636477e-01,1.251553490438848337e+00,1.000000000000000000e+00
-1.153618847398637470e+01,3.686868183112576691e+00,3.215709973802672650e+00,0.000000000000000000e+00
1.238931321391310236e+00,8.071532112899692635e+00,2.889703211289641693e+00,1.000000000000000000e+00
-6.273657535144672170e-02,-6.989705550501698283e+00,3.265783523371175612e+00,0.000000000000000000e+00
-2.818638153349357189e+00,-1.006682751440640011e+00,7.963161478268395932e+00,0.000000000000000000e+00
5.497684406644605559e+00,-4.067560960340934173e+00,4.877892414526341369e+00,1.000000000000000000e+00
7.754910682324210214e+00,-8.246091317732281212e+00,9.889032165345113867e+00,1.000000000000000000e+00
4.220463193424616399e+00,-1.341971461146308719e+00,6.021226430495914883e+00,1.000000000000000000e+00
-6.042850290462865592e-01,-3.237655197147331076e+00,1.348279486517421244e+00,0.000000000000000000e+00
8.825918338824962461e+00,-3.513764635628445987e+00,9.580757807987588137e+00,1.000000000000000000e+00
9.610096694332050049e+00,3.920213014532817120e+00,4.156518225365322117e+00,1.000000000000000000e+00
-9.473915555375532094e+00,-4.964349206454888308e-01,7.293901807806554061e+00,0.000000000000000000e+00
-4.394357349276450719e+00,1.903501469700401127e+00,8.978938523308903186e+00,0.000000000000000000e+00
-1.519480257609583940e-01,1.213687635578187596e+00,2.925085387775780532e+00,0.000000000000000000e+00
-1.062987987040933779e+00,3.829379977513602373e+00,1.501458589642574282e+00,0.000000000000000000e+00
5.719628290720344538e-02,-9.767785780825082753e+00,5.719327702125025503e+00,1.000000000000000000e+00
3.026682264578053339e-01,2.013815652947806623e+00,3.165621175351957639e+00,1.000000000000000000e+00
1.687444052718387821e+00,4.437193674637089025e+00,6.976907816799375439e+00,1.000000000000000000e+00
8.275630149463594876e+00,-9.212494405742994275e+00,7.765804392010286605e+00,1.000000000000000000e+00
-4.029792409822414712e+00,4.500614800770258661e+00,5.373176906162658639e+00,0.000000000000000000e+00
-1.421151306338440445e+00,-3.204124547561292502e+00,4.339999741460852434e+00,0.000000000000000000e+00
1.524229468217923822e+00,-4.750090939280299906e+00,1.095010821762021580e+00,1.000000000000000000e+00
-9.507326590858543369e+00,-1.898495104407067924e+00,3.694544550219663215e+00,0.000000000000000000e+00
-1.153102339651826957e+00,-5.978830233461105426e-01,6.761479859835985096e+00,0.000000000000000000e+00
